id,name,category,created_at,updated_at,scientific_name,distribution,habitat,size,depth_range,description
74,ヨコシマクロダイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Monotaxis grandoculis,南日本の太平洋岸、琉球列島、小笠原諸島；インド・太平洋,岩礁域やサンゴ礁域の浅所,全長約25cm,20m,フエフキダイの仲間で、大きな目が特徴です。幼魚は白地に黒い横縞模様ですが、成魚になると縞は消え、銀灰色の体色に変化します。夜行性で、昼間はサンゴ礁の岩陰などで休んでいますが、夜になると砂地に出てきて貝類などを食べます。睡眠時には特徴的なまだら模様を出すことがあります。
75,シマハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus triostegus,新潟県、南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・汎太平洋,サンゴ礁域,全長約13cm,10m,ニザダイの仲間で、尾ビレの付け根に鋭いトゲを持っているので注意が必要です。白っぽい体に数本の黒い縦縞模様が特徴。サンゴ礁や岩礁の浅い場所で大きな群れを形成し、岩やサンゴに付着した藻類を削り取るように食べます。食事に夢中になっている群れは観察しやすいです。
76,ヒラニザ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus mata,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋,サンゴ礁域、礁外縁や礁斜面,全長約20cm,10m,ニザダイの仲間で、尾ビレの付け根にメスのように鋭い骨質板を持っています。サンゴ礁や岩礁域で大きな群れを作り、中層を泳ぎながら動物プランクトンを食べます。他のニザダイ類に比べて体高が低く、細長い体型をしているのが特徴です。流れの当たる場所でよく見られます。
77,オハグロハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus thompsoni,南日本の太平洋岸、琉球列島、小笠原諸島；インド・太平洋,サンゴ礁域、礁外縁の中層,全長約22cm,15m,ニザダイの仲間で、体は一様に黒褐色で模様はありません。サンゴ礁の外縁やドロップオフの中層を大きな群れで泳ぎ、動物プランクトンを捕食します。他のニザダイ類が主に藻類を食べるのに対し、食性が異なるのが特徴です。ダイバーの上を覆うように通過する群れは圧巻の光景です。
78,スジクロハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus leucopareius,和歌山県以南の南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；中・西部太平洋の熱帯域,サンゴ礁域、波当たりの強い礁外縁の浅所,全長約18cm,3m,ニザダイの仲間で、眼を通る白い帯が鉢巻のように見えるのが特徴。サンゴ礁の波当たりが強い浅瀬を好み、岩に付着した藻類を食べる。しばしば大きな群れを作り、一斉に食事をする姿が観察される。ダイバーが近づくと岩陰に隠れるが、少し距離を置くと再び姿を現すことが多い。
79,ナガニザ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus nigrofuscus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋,サンゴ礁域、礁斜面や礁池の浅所,全長約10cm,10m,ニザダイの仲間で、体は黒っぽく、尾びれの付け根に鮮やかなオレンジ色の斑点があるのが特徴です。サンゴ礁の浅い場所で大きな群れを作り、岩やサンゴの表面に生えた藻類を食べます。食事の際は群れで一斉に藻をついばむため、その場所だけ岩肌が白く見えることがあります。ダイバーには慣れており、観察しやすい魚です。
80,ニジハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus lineatus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋,サンゴ礁域、波あたりの強い礁外縁の水深1〜3m,全長約25cm,2m,ニザダイの仲間で、青い体にオレンジ色の縦縞が入る非常に美しい魚。サンゴ礁の極めて浅い、波が打ち付けるような場所（リーフの上）を好んで生息する。縄張り意識が非常に強く、侵入者には激しく攻撃を仕掛ける。ダイバーが観察するには、波や流れに注意が必要な場所でもある。
81,クログチニザ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus pyroferus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋,サンゴ礁域、礁斜面や礁池,全長約8cm,10m,ニザダイの仲間ですが、幼魚の姿が特徴的です。幼魚は黄色い体で、一見するとコガネヤッコという小型ヤッコにそっくりな姿をしています。これは、捕食されにくい小型ヤッコに擬態していると考えられています。成長するにつれて体色は黒っぽく変化し、成魚は全く違う姿になります。擬態の巧みさを観察できる面白い魚です。
82,ナミダクロハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus japonicus,伊豆・小笠原諸島、琉球列島；西部太平洋の熱帯域,サンゴ礁域、礁斜面や礁池に単独で見られる,全長約13cm,15m,ニザダイの仲間で、目の下にある涙のような白い斑紋が名前の由来。サンゴ礁や岩礁の浅い場所で群れを作って生活し、岩に付着した藻類を食べる。他のハギ類と混泳していることも多い。ダイバーには比較的慣れやすく、近寄ってもあまり逃げないため、じっくりと観察や撮影が楽しめる。
83,メガネクロハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus nigricans,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；東部インド洋～汎太平洋,サンゴ礁域、礁斜面や礁池などの浅所,全長約15cm,10m,クロハギの仲間で、名前の通り目の周りが黒く縁取られています。尾ビレの付け根にある白い斑紋も特徴的です。サンゴ礁の浅い場所で、単独または小さな群れで岩やサンゴの表面についた藻類を食べています。他のクロハギ類に比べてやや臆病で、ダイバーが近づくとサンゴの陰に隠れてしまうことが多いです。
84,モンツキハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus olivaceus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；東部インド洋～西部太平洋の熱帯域,サンゴ礁域、サンゴの根の周辺など砂地に多い,全長約20cm,15m,ハギの仲間で、目の後ろにある鮮やかなオレンジ色の斑が特徴です。幼魚は全身が黄色ですが、成長すると体後方が暗色に変化します。サンゴ礁の外縁や岩礁域の砂地で、単独または群れで生活します。海底の砂を口に含み、砂の中の藻類などを濾し取って食べる独特な食事風景が観察できます。
85,ニセカンランハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus dussumieri,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋,サンゴ礁域、礁斜面や礁池の浅所,全長約30cm,15m,ニザダイの仲間で、黄褐色の体に胸ビレの付け根の黒い斑点が特徴。サンゴ礁や岩礁域の砂地が混じる場所を好み、単独か群れで行動する。海底の砂ごと有機物を吸い込むようにして食べる。ダイバーが近づくと群れ全体で逃げていくが、距離を保てば食事の様子などを観察できる。
86,クロハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus xanthopterus,南日本の太平洋岸、琉球列島、小笠原諸島；インド・汎太平洋,サンゴ礁域、礁池や礁斜面などの浅所,全長約25cm,10m,ニザダイの仲間で、サンゴ礁や岩礁の砂地が混じる場所で見られます。体は灰褐色で地味ですが、黄色い胸ビレがよく目立ちます。尾ビレの付け根には鋭いトゲがあり、危険を感じるとこれを立てて威嚇するため注意が必要です。単独または群れで行動し、海底の砂を巻き上げながら藻類などを食べている姿が観察されます。
87,オスジクロハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Acanthurus blochii,和歌山県、琉球列島、小笠原諸島；インド・太平洋,サンゴ礁域、礁池などの浅所,全長約20cm,10m,ニザダイの仲間で、尾ビレの付け根に鋭いトゲを持ちます。体は褐色で、目を通る黒い縦縞が特徴です。サンゴ礁や岩礁域の砂地で、海底の砂ごと藻類を食べる姿が見られます。大きな群れを作ることが多く、一斉に砂を巻き上げながら移動する様子は圧巻です。トゲには注意が必要。
88,サザナミハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Ctenochaetus striatus,南日本の太平洋岸、伊豆・小笠原諸島,サンゴ礁域、礁斜面や礁池など浅所,全長約15cm,10m,ニザダイの仲間で、全身に入る細かい縦縞がさざ波のように見えることからこの名が付きました。サンゴ礁や岩礁域で、海底の砂や岩の表面に生えた藻類やデトリタスを、口でついばむようにして食べます。単独か数匹の小さな群れで行動していることが多いです。
89,コクテンサザナミハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Ctenochaetus binotatus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋,サンゴ礁域、礁斜面や礁池など浅所,全長約15cm,5m,ニザダイの仲間で、サンゴ礁域に生息します。ブラシのような歯で岩やサンゴの表面の藻類やデトリタスを削ぎ取って食べます。目の後ろと尾ビレの付け根に黒い斑点があるのが名前の由来です。他のニザダイと同様、尾ビレの付け根に鋭いトゲを持つため注意が必要です。岩の表面を熱心につついている姿を観察することができます。
90,ナンヨウハギ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Paracanthurus hepatus,南日本の太平洋岸、琉球列島、小笠原諸島；インド・太平洋,サンゴ礁域、潮通しのよい礁外縁や水路、沖の隠れ根,全長約2.5cm,10m,ニザダイの仲間で、鮮やかなコバルトブルーの体に黄色い尾を持つ美しい魚。幼魚は枝状サンゴの隙間に隠れており、危険を感じると素早く身を潜める。成長するとサンゴ礁域を泳ぎ回るが、臆病な性質は変わらない。ダイバーはサンゴの根本や岩の隙間を注意深く観察すると見つけやすい。
