id,name,scientific_name,distribution,habitat,size,depth_range,description
2786,アサヒアナハゼ,Pseudoblennius cottoides,北海道以南、南日本、伊豆大島,沿岸のアマモ、ガラモ場,全長約6cm,7m,カジカの仲間で、浅い岩礁域や藻場に生息する。頭部に皮弁（ひげ状の突起）があり、複雑なまだら模様は海藻や岩に擬態するのに役立っている。じっとしていることが多く、見つけるには注意深い観察が必要。主に小型の甲殻類などを捕食する。繁殖期のオスは婚姻色で鮮やかになる。
195,アザハタ,Cephalopholis sonnerati,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋,サンゴ礁域の深所、砂地にある大きなサンゴの根,全長約45cm,25m,ハタの仲間で、鮮やかな赤色から朱色の体に青い小さな斑点が散らばる。サンゴ礁や岩礁のやや深場に生息し、岩の隙間や根元に定位していることが多い。小魚や甲殻類を食べる肉食魚。ハタ類の中では比較的警戒心が弱く、ダイバーがゆっくり近づけば観察しやすい。
5018,アザミカワハギ,Amanses scopas,五島列島以南～琉球列島；インド・太平洋,サンゴ礁域に生息、礁縁の浅所に見られる,全長約15cm,12m,カワハギの仲間で、全身が黒く、尾びれの付け根にブラシのような剛毛があるのがオスの特徴。メスや幼魚にはこの剛毛がない。サンゴ礁域で単独またはペアで見られる。サンゴのポリプや付着生物を食べる。危険を感じると、背びれの硬い棘を立てて岩の隙間などに体を固定する。
544,アジアコショウダイ,Plectorhinchus picus,南日本の太平洋岸、琉球列島、小笠原諸島；インド・太平洋,浅海の岩礁域、サンゴ礁域,全長約40cm,20m,コショウダイの仲間。幼魚は黒地に大きな白い斑点があり、くねくねと体を揺らしながら泳ぐ独特の行動を見せる。この動きは有毒なヒラムシに擬態しているとされる。成魚になると体色が灰色地に黒い斑点模様へと劇的に変化し、岩陰やサンゴの下でじっとしていることが多くなる。
204,アズキハタ,Anyperodon leucogrammicus,琉球列島、小笠原諸島、インド・太平洋,サンゴ礁域の浅所、沿岸浅海の岩礁域,全長約30cm,12m,ハタの仲間だが、体型は細長く、他のハタ類とは少し印象が異なる。白い体に数本の赤い縦縞が走るのが特徴。サンゴの周辺をホバリングし、ホンソメワケベラなどの掃除魚に擬態して小魚に近づき捕食する「攻撃擬態」を行う。単独で行動し、サンゴの枝の間を縫うように泳ぐ。
422,アツクチスズメダイ,Cheiloprion labiatus,琉球列島；東部インド洋～西部太平洋の熱帯域,サンゴ礁域の3m以浅、枝状ミドリイシ類の周辺,全長約5cm,2m,スズメダイの仲間で、名前の通り分厚く突き出た唇が最大の特徴。この唇を使い、サンゴのポリプを吸い取るようにして食べる。枝状のミドリイシなど、特定のサンゴの周辺に生息している。生息場所が非常に限定的なため、見つけるには特定のサンゴ群落を探す必要がある。
5278,アデウツボ,Gymnothorax nudivomer,南日本の太平洋岸、八丈島、琉球列島；インド・太平洋,サンゴ礁域のやや深所（水深100m前後）,全長約1.2m,15m,ウツボの仲間で、茶褐色の体に網目模様があり、口の中が鮮やかな黄色からオレンジ色なのが特徴。危険を感じて口を開けた時にこの色がよく見える。サンゴ礁や岩礁の隙間に潜んでおり、日中は頭だけ出していることが多い。魚類や甲殻類を捕食する夜行性のハンター。
2852,アデヤッコ,Pomacanthus xanthometopon,和歌山県串本、八重山諸島；インド・太平洋岩礁域,サンゴ礁域,全長約30cm,15m,大型ヤッコの仲間で、顔の青い網目模様と黄色いマスクのような模様が特徴。サンゴが豊かな礁湖や水路、ドロップオフなどで見られる。単独またはペアで行動する。警戒心はやや強い。カイメンやホヤなどを主食とし、岩やサンゴの表面をつつきながら食事している姿が観察される。
2513,アトヒキテンジクダイ,Taeniamia macroptera,琉球列島；東部インド洋～中・西部太平洋の熱帯域,礁池、サンゴの枝間,全長約6cm,10m,テンジクダイの仲間で、半透明の体に腹部が銀色に輝くのが特徴。日中はサンゴの枝の間や岩陰、ガンガゼの棘の間などに大きな群れで集まっている。夜になると分散して動物プランクトンを捕食する。口の中で卵を育てる「口内保育（マウスブリーディング）」を行うことでも知られる。
2787,アナハゼ,Pseudoblennius percoides,青森県以南、南日本、伊豆大島,沿岸のアマモ、ガラモ場,全長約10cm,10m,カジカの仲間で、沿岸の岩礁域や藻場に広く生息する。体色は緑、褐色、灰色など非常に変異に富み、周囲の環境に見事に擬態している。岩の上や海藻の間でじっとしていることが多く、見つけるのは難しい。好奇心が強く、目の前で指を振ると寄ってくることもある。
2861,アブラヤッコ,Centropyge tibicen,南日本の太平洋岸、琉球列島；東部インド洋～中・西部太平洋の熱帯域,岩礁域、サンゴ礁域,全長約10cm,23m,小型ヤッコの仲間で、黒い体に白い大きな斑点が一つあるのが特徴。サンゴ礁や岩礁域で、岩の表面の藻類やカイメンなどを食べている。比較的活発に泳ぎ回り、岩の隙間を出入りする姿がよく見られる。他の小型ヤッコに比べて、やや地味な色彩だが、そのシンプルさで見分けやすい。
10042,アマクチビ,Lethrinus erythracanthus,琉球列島；インド・太平洋,岩礁域や砂礫底域の100m以浅,全長約30cm,20m,フエフキダイの仲間で、大型で体高が高い。銀灰色の体に、成長すると吻から目の上を通る暗色帯が現れる。サンゴ礁の外縁やドロップオフのやや深場を単独でゆっくりと泳いでいることが多い。硬い殻を持つ貝類やウニ、甲殻類などを強力な顎と歯で砕いて食べる。
11475,アマミウシノシタ,Synaptura marginata,琉球列島；インド・西太平洋,サンゴ礁域、礁池内など浅所の砂底や砂泥底,全長約40cm,18m,ウシノシタ（シタビラメ）の仲間で、平たい左右非対称の体を持つ。普段は砂地の海底に潜り、目だけを出して獲物を待つ。体の模様を砂地の色に合わせて変化させる擬態の達人。夜行性で、夜になると砂から出てきて、ゴカイや小型の甲殻類などを探して海底を這うように移動する。
337,アマミスズメダイ,Chromis chrysura,南日本、琉球列島、インド・西太平洋,サンゴ礁域の礁斜面の水深5mから,全長約12cm,20m,スズメダイの仲間。青みがかった体と、尾びれが黄色いのが大きな特徴。サンゴ礁域の岩礁上部やサンゴの周りで大きな群れを作って中層を漂っている。危険を感じると素早く岩陰やサンゴの隙間に隠れる。主に動物プランクトンを食べる。近似種との見分けは尾の色が重要なポイントとなる。
15212,アミアイゴ,Siganus spinus,南日本の太平洋岸、八丈島、琉球列島、東部インド洋～中・西部太平洋の熱帯域,サンゴ礁域、5m以浅の藻場に多い,全長約15cm,5m,アイゴの仲間で、浅いサンゴ礁や岩礁域の藻場で群れを作って生活している。体側に細かい網目模様がある。背びれや腹びれの棘に毒を持つため、取り扱いには注意が必要だが、ダイバーに攻撃してくることはない。主に海藻を食べる草食性で、ついばむように食事する姿が見られる。
28,アミチョウチョウウオ,Chaetodon rafflesii,南日本の太平洋岸、琉球列島；東部インド洋～中・西部太平洋の熱帯域,サンゴ礁域、サンゴ礁の浅所,全長約12cm,5m,チョウチョウウオの仲間。黄色い体に大きな網目模様が広がり、後頭部に黒い斑点があるのが特徴。サンゴが豊富な浅い海域を好み、単独またはペアで行動している。雑食性で、サンゴのポリプのほか、ゴカイや甲殻類なども食べる。比較的広範囲を泳ぎ回るため、観察しやすい。
