和名,学名,分布,生息場所,体長,深さ,短い説明,長い説明
オトメハゼ,Valenciennea puellaris,小笠原諸島、相模湾、伊豆半島、紀伊半島、高知県、愛媛県、琉球列島；インド・太平洋,河川の河口、内湾、サンゴ礁域の礁池・礁湖・礁原。死サンゴ片混じりの砂泥底や砂底。水深1-35m,20cm,15m,ピンク色の体に青い斑点が散りばめられた美しいハゼで、砂地でよく見られます。,オトメハゼは、ピンク色の体に青い斑点が散らばる、まるでおとぎ話から出てきたような美しいハゼです。砂地や死サンゴ片が混じった場所でテッポウエビと共生しています。ペアで行動することが多く、巣穴の周りを優雅に泳ぐ姿はダイバーに人気です。光の当たり方によって体色が変化するので、さまざまな角度から観察してみましょう。
アカネハゼ,Valenciennea bella,沖縄諸島、石垣島、西表島；フィリピン,内湾の湾口から中程、サンゴ礁域の礁斜面。やや深所の砂混じりのガレ場や砂礫底。水深20-40m,12cm,30m,深場に生息する赤い体色のハゼで、砂礫底で単独行動します。,アカネハゼは、鮮やかな赤色の体が特徴で、20m以深の砂礫底やガレ場に生息しています。単独で行動することが多く、テッポウエビとの共生は見られません。深場に生息するため、ナイトダイビングで観察する機会が多いです。赤い体色は暗い環境でも目立ち、マクロ撮影の被写体として最適です。ゆっくりと近づき、驚かせないように観察しましょう。
ヒメクロイトハゼ,"Valenciennea parva Hoese et Larson, 1994",高知県、奄美大島、慶良間諸島、八重山諸島；インド・太平洋,内湾の中程から湾奥、サンゴ礁域の礁原・礁斜面の砂泥底や砂底。生息水深2-25m,7cm,6m,小型のハゼで、砂泥底でテッポウエビと共生し、巣穴を守ります。,ヒメクロイトハゼは、体長わずか7cmほどの小型ハゼです。砂泥底でテッポウエビと共生し、巣穴の周りを活発に泳ぎ回ります。体色は茶褐色で、目立つ模様はありませんが、愛嬌のある動きが魅力です。観察時は、砂地を這うように近づくと逃げにくくなります。マクロレンズで撮影すると、小さな体の細かい模様まで捉えられます。
アカハチハゼ,"Valenciennea strigata (Broussonet, 1782)",小笠原諸島、八丈島、相模湾、伊豆半島、和歌山県、高知県、種子島、屋久島、琉球列島；インド・太平洋,内湾の湾口、サンゴ礁域の礁外縁・礁斜面の死サンゴ片混じりの砂底やガレ場。生息水深3-20m,20cm,10m,黄色い体に赤い模様が目立つハゼで、ガレ場でよく見られます。,アカハチハゼは、黄色い体に赤い縞模様が特徴的なハゼです。ガレ場や死サンゴ片が混じった砂底に生息し、テッポウエビと共生しています。巣穴の周りをペアで泳ぎ回り、危険を感じると素早く巣穴に隠れます。撮影の際は、少し離れて待つと再び姿を現すことが多いです。鮮やかな体色は写真映えし、マクロ撮影に最適です。
アオイトハゼ,"Valenciennea caledonicus Hoese et Larson, 1994",琉球列島；西部太平洋,内湾の中程から湾奥、サンゴ礁域の礁斜面に生息する。死サンゴ片混じりの砂泥底、砂泥混じりのガレ場に見られる。生息水深は25-55m。,16cm,32m,青みがかった体色が特徴で、深場の砂泥底で観察されます。,アオイトハゼは、青みがかった体色が美しいハゼで、25m以深の砂泥底やガレ場に生息しています。テッポウエビと共生し、巣穴の周りをゆっくりと泳ぎ回ります。深場に生息するため、観察にはナイトダイビングが適しています。体色は光の当たり方によって変化し、神秘的です。ゆっくりと近づき、驚かせないように観察しましょう。
イレズミハゼ,"Priolepis semidoliata (Valenciennes, 1837)",小笠原諸島、八丈島、紀伊半島、種子島、屋久島、琉球列島；インド・太平洋,河川の河口周辺、内湾の湾奥、サンゴ礁域の礁池・礁原。砂底や藻場の死サンゴ塊下、タイドプールの穴に単独かペアで見られる。生息水深2m以浅,3cm,15m,小さな体に複雑な模様があるハゼで、岩陰に隠れています。,イレズミハゼは、体長わずか3cmほどの小型ハゼで、体に複雑な模様があります。岩陰や死サンゴ塊の下に単独で隠れており、じっくり探さないと見つけられません。動きが素早く、少しの刺激でも逃げてしまいます。観察時は、ゆっくりと近づき、マクロレンズで撮影すると模様の美しさを捉えられます。忍耐強く待つことが観察のコツです。
フトスジイレズミハゼ,"Priolepis palliditaenia Winterbottom et Burridge, 1993",小笠原諸島、伊豆諸島、相模湾、駿河湾、紀伊半島、徳之島、奄美大島、沖縄島；台湾,イレズミハゼとほぼ同様な環境に生息する。生息水深3〜13m,3cm,6m,イレズミハゼに似た小型ハゼで、岩の割れ目に生息します。,フトスジイレズミハゼは、イレズミハゼに似た小型ハゼで、岩の割れ目や穴に単独で生息しています。体色は茶褐色で、細かい模様があります。動きが素早く、警戒心が強いため、観察には忍耐が必要です。マクロレンズで撮影すると、体の細かい模様まで捉えられます。岩陰をじっくり探すと、意外と近くに潜んでいることがあります。
ミサキスジハゼ,"Priolepis bourbonensis (Snyder, 1909)",青森県の太平洋・日本海側〜九州、瀬戸内海；朝鮮半島、台湾,岩礁域の岩の割れ目や穴などに単独で見られる。生息水深10〜23m,4cm,9m,岩礁域に生息するハゼで、岩の割れ目に単独で見られます。,ミサキスジハゼは、岩礁域の岩の割れ目や穴に単独で生息するハゼです。体色は茶褐色で、縦縞模様があります。動きがゆっくりで、警戒心が比較的弱いため、観察しやすい種類です。岩陰をじっくり探すと、じっとしている姿が見つかります。マクロレンズで撮影すると、体の細かい模様まで捉えられます。
ベンケイハゼ,"Priolepis cincta (Regan, 1908)",小笠原諸島、伊豆諸島、千葉県、相模湾、静岡県〜西表島、瀬戸内海；インド・太平洋,内湾の中程から湾奥、サンゴ礁域の礁原・礁斜面。サンゴの根の亀裂や岩穴の天井面に単独かペアで見られる。生息水深3〜30m,5cm,20m,サンゴの根の亀裂に生息するハゼで、単独かペアで見られます。,ベンケイハゼは、サンゴの根の亀裂や岩穴に単独かペアで生息するハゼです。体色は茶褐色で、目立つ模様はありませんが、愛嬌のある動きが魅力です。動きがゆっくりで、警戒心が比較的弱いため、観察しやすい種類です。マクロレンズで撮影すると、体の細かい模様まで捉えられます。サンゴの根をじっくり探すと見つかります。
コクテンベンタイハゼ,Priolepis sp. A,小笠原諸島、千葉県、伊豆諸島、相模湾、伊豆半島、紀伊半島、愛媛県宇和海、高知県柏島、鹿児島県、沖縄諸島、伊江島,岩礁域の岩穴や亀裂内、単独で生息。水深20-40m,6cm,27m,深場の岩穴に生息するハゼで、単独で見られます。,コクテンベンタイハゼは、20m以深の岩穴や亀裂に単独で生息するハゼです。体色は茶褐色で、小さな黒い斑点があります。深場に生息するため、観察にはナイトダイビングが適しています。動きがゆっくりで、警戒心が比較的弱いため、観察しやすい種類です。マクロレンズで撮影すると、体の細かい模様まで捉えられます。
アミメベンケイハゼ,"Priolepis naraharae (Smith, 1949)",伊豆諸島八丈島、高知県柏島、琉球列島；インド・太平洋,内湾、サンゴ礁域の礁原。砂底の死サンゴ片や死サンゴ塊の裏面、単独かペアで生息。水深5m,4cm,8m,砂底の死サンゴ片の下に生息するハゼで、単独かペアで見られます。,アミメベンケイハゼは、砂底の死サンゴ片や死サンゴ塊の下に単独かペアで生息するハゼです。体色は茶褐色で、網目状の模様があります。動きがゆっくりで、警戒心が比較的弱いため、観察しやすい種類です。マクロレンズで撮影すると、体の細かい模様まで捉えられます。死サンゴ片をそっと持ち上げると、下に潜んでいることがあります。
