和名,学名,分布,生息場所,体長,深さ,短い説明,長い説明
タマオウギガニ,Banareia subglobosa,相模湾～九州、香港,岩礁域、転石帯,2〜3cm,5～35m,オオタマオウギガニより小型で、丸い甲羅が特徴。香港にも分布。,オオタマオウギガニより小型の種類で、同様に丸い甲羅が特徴です。相模湾から九州、香港にかけての岩礁域や転石帯に生息し、5～35mの深さで見られます。岩の下や隙間に隠れていることが多く、動きは比較的ゆっくりです。体長の記載がありませんが、より小型と思われます。地味な色合いのため見つけにくいですが、丸い甲羅が特徴的で、岩を注意深く観察すると発見できます。
マルタマオウギガニ,Cabactaea tumida,相模湾、紀伊半島、オーストラリア,岩礁域、転石帯,2〜3cm,5～30m,甲羅がふくらんだ独特の形状。相模湾や紀伊半島の岩場で見られる。,甲羅がふくらんだ非常に独特な形状をしているカニで、相模湾や紀伊半島、オーストラリアの岩礁域や転石帯に生息しています。5～30mの深さで見られ、岩の下や隙間に隠れていることが多いです。体長の記載がありませんが、中型のカニと思われます。動きは比較的ゆっくりで、岩をゆっくりひっくり返すと見つかる可能性があります。甲羅の形状が非常に特徴的で、一度見ると忘れられない外見です。
カノコオウギガニ,Daira perlata,鹿児島以南、小笠原諸島、東南アジア、ハワイ、インド洋、紅海、アフリカ東岸,潮間帯、岩礁域,3〜5cm,1～10m,鹿の子模様のような斑点が特徴。潮だまりや浅い岩場でよく見かける。,鹿の子模様のような斑点が甲羅に散らばっているのが特徴的なカニで、鹿児島以南や小笠原諸島の潮間帯や浅い岩礁域に生息しています。1～10mの浅い場所でよく見られ、東南アジアからハワイ、インド洋、紅海、アフリカ東岸まで広く分布。潮だまりを覗くと見つかることも多く、動きは比較的ゆっくりです。模様が非常に特徴的で、水中で目を引く存在です。警戒心が強くないため、観察や撮影がしやすい種類です。
マツバガニ,Hypothalassia armata,東京湾～九州、東シナ海、ミクロネシア,深場の砂泥底,10〜15cm,35～120m,深場に生息する大型のカニで、甲羅に松葉のような模様。,深場（35～120m）の砂泥底に生息する比較的大型のカニで、甲羅に松葉のような模様があるのが特徴です。東京湾から九州、東シナ海、ミクロネシアにかけて分布。普段は砂泥底に潜っていることが多く、ダイビングではあまり見かける機会が少ない種類です。漁師の網にかかることがあるようです。体長の記載がありませんが、大型と思われます。松葉のような模様が非常に特徴的で、一度見ると忘れられない外見です。
スベスベオウギガニ,Sphaerozius nitidus,仙台湾以南、韓国、香港、ハワイ、南太平洋、インド洋、紅海、南アフリカ,潮間帯、岩礁域,2〜3cm,1～10m,甲羅が滑らかで光沢があり、仙台湾以南の潮だまりで見られる。,甲羅が滑らかで光沢があるのが特徴的なカニで、仙台湾以南の潮間帯や岩礁域に生息しています。1～10mの浅い場所でよく見られ、韓国や香港、ハワイ、南太平洋、インド洋、紅海、南アフリカまで広く分布。潮だまりを覗くと見つかることも多く、動きは比較的ゆっくりです。甲羅の光沢が非常に特徴的で、水中で光を反射して美しく輝くことがあります。警戒心が強くないため、観察や撮影がしやすい種類です。
クマドリオウギガニ,Baptozius vinosus,琉球列島、東南アジア、南太平洋、アンダマン海,潮間帯、岩礁域,3〜4cm,低潮線～高潮線以上,赤みがかった色合いで、琉球列島の潮だまりで見られる。,赤みがかった色合いが特徴的なカニで、琉球列島の潮間帯や岩礁域に生息しています。低潮線から高潮線以上の広い範囲で見られ、東南アジアや南太平洋、アンダマン海にも分布。潮だまりを覗くと見つかることも多く、動きは比較的ゆっくりです。体色が非常に特徴的で、水中で目を引く存在です。警戒心が強くないため、観察や撮影がしやすい種類で、岩の表面を探すと見つかることがあります。
キバオウギガニ,Lydia annulipes,奄美大島以南、小笠原諸島、ハワイ、南太平洋、インド洋、アフリカ東岸,高潮線付近,2〜3cm,高潮線付近,黄色い脚が特徴で、奄美大島以南の海岸線で見られる。,黄色い脚が非常に特徴的なカニで、奄美大島以南や小笠原諸島の高潮線付近に生息しています。ハワイや南太平洋、インド洋、アフリカ東岸にも広く分布。普段は岩の上や海岸線を歩き回っていることが多く、動きは比較的素早いです。体色が非常に目立ち、水中でなくても簡単に見つけることができます。警戒心が強いため、観察には注意が必要です。黄色い脚が非常に印象的で、一度見ると忘れられない外見です。
イボイワオウギガニ,Eriphia smithii,東京湾以南、伊豆諸島、ハワイ、南太平洋、インド洋、紅海、アフリカ東岸,潮間帯、岩礁域,4〜6cm,低潮線～高潮線以上,甲羅にイボ状の突起があり、東京湾以南の海岸線で見られる。,甲羅にイボ状の突起があるのが特徴的なカニで、東京湾以南や伊豆諸島の潮間帯、岩礁域に生息しています。低潮線から高潮線以上の広い範囲で見られ、ハワイや南太平洋、インド洋、紅海、アフリカ東岸まで広く分布。潮だまりを覗くと見つかることも多く、動きは比較的ゆっくりです。イボ状の突起が非常に特徴的で、一度見ると忘れられない外見です。警戒心が強くないため、観察や撮影がしやすい種類です。
ヒメイワオウギガニ,Eriphia scabricula,奄美大島以南、小笠原諸島、ハワイ、南太平洋、インド洋、紅海、アフリカ東岸,潮間帯、岩礁域,3〜4cm,低潮線～高潮線以上,イボイワオウギガニより小型で、奄美大島以南の海岸線で見られる。,イボイワオウギガニより小型の種類で、同様に甲羅にイボ状の突起があります。奄美大島以南や小笠原諸島の潮間帯、岩礁域に生息し、低潮線から高潮線以上の広い範囲で見られます。ハワイや南太平洋、インド洋、紅海、アフリカ東岸にも分布。動きは比較的ゆっくりで、潮だまりを覗くと見つかることもあります。イボ状の突起が特徴的で、より小型なため見つけにくいかもしれませんが、岩の表面を注意深く観察すると発見できます。
ケブカガニ,Pilumnus vespertilio,相模湾以南、ハワイ、南太平洋、インド洋、紅海、南アフリカ,岩礁の岩穴、転石帯,2〜3cm,1～3m,茶褐色の毛深い甲羅が特徴の小型カニ。岩陰や隙間に潜み、驚くと素早く隠れる。,茶褐色の甲羅全体に短い毛が密生し、まるで毛皮をまとったような外観が特徴的です。甲羅の幅は約1cmほどで、岩礁域の転石下や岩の隙間に生息しています。警戒心が強く、ダイバーが近づくと素早く隠れてしまいます。観察の際はそっと岩をめくったり、隙間を注意深く探すと見つけられます。体色が岩と同化しやすいため、じっくり探すのがポイントです。
